country_or_area,area,element,year,unit,value,value_footnotes,categgory
United States of America,111,Seed,1964,tonnes,1024588.00000,A ,oilcakes_equivalent
United States of America,111,Seed,1963,tonnes,938087.00000,A ,oilcakes_equivalent
United States of America,111,Seed,1962,tonnes,911862.00000,A ,oilcakes_equivalent
United States of America,111,Seed,1961,tonnes,889586.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2007,Ha,32204611.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2006,Ha,37361180.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2005,Ha,37058150.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2004,Ha,37107850.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2003,Ha,36405740.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2002,Ha,36720800.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2001,Ha,37647110.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,2000,Ha,37110900.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1999,Ha,37432830.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1998,Ha,35561750.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1997,Ha,35552548.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1996,Ha,32631770.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1995,Ha,33699780.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1994,Ha,32349650.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1993,Ha,30334570.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1992,Ha,29828280.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1991,Ha,30914800.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1990,Ha,29325458.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1989,Ha,29499108.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1988,Ha,29705100.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1987,Ha,28835437.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1986,Ha,28804300.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1985,Ha,31133000.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1984,Ha,33367858.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1983,Ha,30364268.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1982,Ha,34838868.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1981,Ha,34817560.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1980,Ha,35187578.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1979,Ha,36934000.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1978,Ha,32907009.00000,A ,oilcakes_equivalent
United States of America,31,Area Harvested,1977,Ha,30876588.00000,A ,oilcakes_equivalent
