country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,92,Export Value,1962,1000 $,3496.00000,,other_indust_roundwd_trd
United States of America,92,Export Value,1961,1000 $,3908.00000,,other_indust_roundwd_trd
United States of America,150,Non-fertilizer use,2007,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2006,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2005,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2004,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2003,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2002,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2003,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,51,Production Quantity,2002,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2007,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2006,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2005,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2004,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2003,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,5157,Consumption,2002,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2003,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,61,Import Quantity,2002,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2003,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,91,Export Quantity,2002,tonnes,0.00000,NV,other_nitrogen_phosphates_compounds
United States of America,150,Non-fertilizer use,2007,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,150,Non-fertilizer use,2006,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,150,Non-fertilizer use,2005,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,150,Non-fertilizer use,2004,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,150,Non-fertilizer use,2003,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,150,Non-fertilizer use,2002,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2003,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2002,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2007,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2006,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2005,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2004,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2003,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,5157,Consumption,2002,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2003,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,61,Import Quantity,2002,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2007,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2006,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2005,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2004,tonnes,0.00000,NR,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2003,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,91,Export Quantity,2002,tonnes,0.00000,NV,other_nitrogen_phosphorus_compounds
United States of America,51,Production Quantity,2007,tonnes,58059520.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2006,tonnes,58487709.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2005,tonnes,57754708.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2004,tonnes,55577476.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2003,tonnes,55281190.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2002,tonnes,55713280.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2001,tonnes,54563221.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2000,tonnes,56593000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1999,tonnes,58936000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1998,tonnes,57223000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1997,tonnes,57636000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1996,tonnes,55190000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1995,tonnes,56133000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1994,tonnes,51288000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1993,tonnes,49320000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1992,tonnes,48455008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1991,tonnes,46646008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1990,tonnes,45872000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1989,tonnes,44672008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1988,tonnes,44572000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1987,tonnes,43636008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1986,tonnes,41708008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1985,tonnes,39568008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1984,tonnes,40989000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1983,tonnes,38712000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1982,tonnes,36427000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1981,tonnes,38956008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1980,tonnes,38772000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1979,tonnes,40133008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1978,tonnes,38803000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1977,tonnes,37536000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1976,tonnes,36663008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1975,tonnes,32192008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1974,tonnes,37412008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1973,tonnes,37726000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1972,tonnes,36622000.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1971,tonnes,33915008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1970,tonnes,32978008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1969,tonnes,33866008.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1968,tonnes,31776496.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1967,tonnes,29070296.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1966,tonnes,29414196.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1965,tonnes,27596104.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1964,tonnes,26081100.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1963,tonnes,24469904.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1962,tonnes,23496500.00000,,other_paper_paperboard
United States of America,51,Production Quantity,1961,tonnes,22401496.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2007,tonnes,3134982.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2006,tonnes,3404428.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2005,tonnes,3269869.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2004,tonnes,3383682.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2003,tonnes,2993632.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2002,tonnes,3187663.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2001,tonnes,3128846.00000,,other_paper_paperboard
United States of America,61,Import Quantity,2000,tonnes,3347376.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1999,tonnes,3342000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1998,tonnes,2852100.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1997,tonnes,3111000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1996,tonnes,2764000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1995,tonnes,1949000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1994,tonnes,1774000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1993,tonnes,1399000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1992,tonnes,1328000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1991,tonnes,1142200.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1990,tonnes,2123800.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1989,tonnes,1982000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1988,tonnes,1094200.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1987,tonnes,1059400.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1986,tonnes,904800.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1985,tonnes,675100.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1984,tonnes,677900.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1983,tonnes,530700.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1982,tonnes,373500.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1981,tonnes,325200.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1980,tonnes,612000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1979,tonnes,429000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1978,tonnes,423900.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1977,tonnes,242000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1976,tonnes,161000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1975,tonnes,139000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1974,tonnes,240000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1973,tonnes,283300.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1972,tonnes,218400.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1971,tonnes,147000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1970,tonnes,92300.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1969,tonnes,93500.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1968,tonnes,95100.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1967,tonnes,96400.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1966,tonnes,145700.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1965,tonnes,85700.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1964,tonnes,93000.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1963,tonnes,107800.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1962,tonnes,124700.00000,,other_paper_paperboard
United States of America,61,Import Quantity,1961,tonnes,104800.00000,,other_paper_paperboard
United States of America,62,Import Value,2007,1000 $,3409003.00000,,other_paper_paperboard
United States of America,62,Import Value,2006,1000 $,3409549.00000,,other_paper_paperboard
United States of America,62,Import Value,2005,1000 $,3167535.00000,,other_paper_paperboard
United States of America,62,Import Value,2004,1000 $,3084306.00000,,other_paper_paperboard
United States of America,62,Import Value,2003,1000 $,2608793.00000,,other_paper_paperboard
United States of America,62,Import Value,2002,1000 $,2590592.00000,,other_paper_paperboard
United States of America,62,Import Value,2001,1000 $,2457426.00000,,other_paper_paperboard
United States of America,62,Import Value,2000,1000 $,2801096.00000,,other_paper_paperboard
United States of America,62,Import Value,1999,1000 $,2513464.00000,,other_paper_paperboard
United States of America,62,Import Value,1998,1000 $,2141506.00000,,other_paper_paperboard
United States of America,62,Import Value,1997,1000 $,4091953.00000,,other_paper_paperboard
United States of America,62,Import Value,1996,1000 $,3818285.00000,,other_paper_paperboard
United States of America,62,Import Value,1995,1000 $,1674966.00000,,other_paper_paperboard
United States of America,62,Import Value,1994,1000 $,1270046.00000,,other_paper_paperboard
United States of America,62,Import Value,1993,1000 $,1062714.00000,,other_paper_paperboard
United States of America,62,Import Value,1992,1000 $,1161356.00000,,other_paper_paperboard
United States of America,62,Import Value,1991,1000 $,871597.00000,,other_paper_paperboard
United States of America,62,Import Value,1990,1000 $,1907553.00000,,other_paper_paperboard
United States of America,62,Import Value,1989,1000 $,1816025.00000,,other_paper_paperboard
United States of America,62,Import Value,1988,1000 $,1041142.00000,,other_paper_paperboard
United States of America,62,Import Value,1987,1000 $,956535.00000,,other_paper_paperboard
United States of America,62,Import Value,1986,1000 $,769017.00000,,other_paper_paperboard
United States of America,62,Import Value,1985,1000 $,614277.00000,,other_paper_paperboard
United States of America,62,Import Value,1984,1000 $,571959.00000,,other_paper_paperboard
United States of America,62,Import Value,1983,1000 $,303255.00000,,other_paper_paperboard
United States of America,62,Import Value,1982,1000 $,201807.00000,,other_paper_paperboard
United States of America,62,Import Value,1981,1000 $,201732.00000,,other_paper_paperboard
United States of America,62,Import Value,1980,1000 $,337360.00000,,other_paper_paperboard
United States of America,62,Import Value,1979,1000 $,290450.00000,,other_paper_paperboard
United States of America,62,Import Value,1978,1000 $,233123.00000,,other_paper_paperboard
United States of America,62,Import Value,1977,1000 $,155835.00000,,other_paper_paperboard
United States of America,62,Import Value,1976,1000 $,113756.00000,,other_paper_paperboard
United States of America,62,Import Value,1975,1000 $,83410.00000,,other_paper_paperboard
United States of America,62,Import Value,1974,1000 $,125980.00000,,other_paper_paperboard
United States of America,62,Import Value,1973,1000 $,89405.00000,,other_paper_paperboard
United States of America,62,Import Value,1972,1000 $,57013.00000,,other_paper_paperboard
United States of America,62,Import Value,1971,1000 $,39571.00000,,other_paper_paperboard
United States of America,62,Import Value,1970,1000 $,36739.00000,,other_paper_paperboard
United States of America,62,Import Value,1969,1000 $,31311.00000,,other_paper_paperboard
United States of America,62,Import Value,1968,1000 $,33720.00000,,other_paper_paperboard
United States of America,62,Import Value,1967,1000 $,29363.00000,,other_paper_paperboard
United States of America,62,Import Value,1966,1000 $,37055.00000,,other_paper_paperboard
United States of America,62,Import Value,1965,1000 $,26426.00000,,other_paper_paperboard
United States of America,62,Import Value,1964,1000 $,26434.00000,,other_paper_paperboard
United States of America,62,Import Value,1963,1000 $,22628.00000,,other_paper_paperboard
United States of America,62,Import Value,1962,1000 $,26406.00000,,other_paper_paperboard
United States of America,62,Import Value,1961,1000 $,24964.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2007,tonnes,8169888.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2006,tonnes,7480938.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2005,tonnes,7381769.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2004,tonnes,6968736.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2003,tonnes,6452065.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2002,tonnes,6331360.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2001,tonnes,6218326.00000,,other_paper_paperboard
United States of America,91,Export Quantity,2000,tonnes,6922000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1999,tonnes,6594000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1998,tonnes,7085000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1997,tonnes,7458000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1996,tonnes,7644000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1995,tonnes,6262000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1994,tonnes,5431000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1993,tonnes,4883000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1992,tonnes,5060488.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1991,tonnes,4852400.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1990,tonnes,4506500.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1989,tonnes,4200900.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1988,tonnes,3968800.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1987,tonnes,3599700.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1986,tonnes,3280300.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1985,tonnes,2764400.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1984,tonnes,2936200.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1983,tonnes,3069900.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1982,tonnes,2820900.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1981,tonnes,3037100.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1980,tonnes,3748700.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1979,tonnes,2556200.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1978,tonnes,1343300.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1977,tonnes,2222000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1976,tonnes,2371000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1975,tonnes,2053000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1974,tonnes,2670000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1973,tonnes,2217000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1972,tonnes,2331000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1971,tonnes,2370000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1970,tonnes,2129000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1969,tonnes,2073000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1968,tonnes,1976000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1967,tonnes,1595000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1966,tonnes,1463400.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1965,tonnes,1364800.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1964,tonnes,1166100.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1963,tonnes,870800.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1962,tonnes,750000.00000,,other_paper_paperboard
United States of America,91,Export Quantity,1961,tonnes,719300.00000,,other_paper_paperboard
United States of America,92,Export Value,2007,1000 $,6245309.00000,,other_paper_paperboard
United States of America,92,Export Value,2006,1000 $,5638589.00000,,other_paper_paperboard
United States of America,92,Export Value,2005,1000 $,5211316.00000,,other_paper_paperboard
United States of America,92,Export Value,2004,1000 $,4801305.00000,,other_paper_paperboard
United States of America,92,Export Value,2003,1000 $,4355607.00000,,other_paper_paperboard
United States of America,92,Export Value,2002,1000 $,4254118.00000,,other_paper_paperboard
United States of America,92,Export Value,2001,1000 $,4233360.00000,,other_paper_paperboard
United States of America,92,Export Value,2000,1000 $,4778527.00000,,other_paper_paperboard
United States of America,92,Export Value,1999,1000 $,4237691.00000,,other_paper_paperboard
United States of America,92,Export Value,1998,1000 $,4759277.00000,,other_paper_paperboard
United States of America,92,Export Value,1997,1000 $,4496505.00000,,other_paper_paperboard
United States of America,92,Export Value,1996,1000 $,4743925.00000,,other_paper_paperboard
United States of America,92,Export Value,1995,1000 $,4523075.00000,,other_paper_paperboard
United States of America,92,Export Value,1994,1000 $,3014060.00000,,other_paper_paperboard
United States of America,92,Export Value,1993,1000 $,2760410.00000,,other_paper_paperboard
United States of America,92,Export Value,1992,1000 $,2969306.00000,,other_paper_paperboard
United States of America,92,Export Value,1991,1000 $,2762083.00000,,other_paper_paperboard
United States of America,92,Export Value,1990,1000 $,2827499.00000,,other_paper_paperboard
United States of America,92,Export Value,1989,1000 $,2492410.00000,,other_paper_paperboard
United States of America,92,Export Value,1988,1000 $,2297134.00000,,other_paper_paperboard
United States of America,92,Export Value,1987,1000 $,1807685.00000,,other_paper_paperboard
United States of America,92,Export Value,1986,1000 $,1447403.00000,,other_paper_paperboard
United States of America,92,Export Value,1985,1000 $,1256580.00000,,other_paper_paperboard
United States of America,92,Export Value,1984,1000 $,1411534.00000,,other_paper_paperboard
United States of America,92,Export Value,1983,1000 $,1323000.00000,,other_paper_paperboard
United States of America,92,Export Value,1982,1000 $,1380758.00000,,other_paper_paperboard
United States of America,92,Export Value,1981,1000 $,1588087.00000,,other_paper_paperboard
United States of America,92,Export Value,1980,1000 $,1736556.00000,,other_paper_paperboard
United States of America,92,Export Value,1979,1000 $,1130170.00000,,other_paper_paperboard
United States of America,92,Export Value,1978,1000 $,838228.00000,,other_paper_paperboard
United States of America,92,Export Value,1977,1000 $,807965.00000,,other_paper_paperboard
United States of America,92,Export Value,1976,1000 $,873291.00000,,other_paper_paperboard
United States of America,92,Export Value,1975,1000 $,753531.00000,,other_paper_paperboard
United States of America,92,Export Value,1974,1000 $,886321.00000,,other_paper_paperboard
United States of America,92,Export Value,1973,1000 $,531385.00000,,other_paper_paperboard
United States of America,92,Export Value,1972,1000 $,433217.00000,,other_paper_paperboard
United States of America,92,Export Value,1971,1000 $,423174.00000,,other_paper_paperboard
United States of America,92,Export Value,1970,1000 $,392057.00000,,other_paper_paperboard
United States of America,92,Export Value,1969,1000 $,371393.00000,,other_paper_paperboard
United States of America,92,Export Value,1968,1000 $,352795.00000,,other_paper_paperboard
United States of America,92,Export Value,1967,1000 $,299146.00000,,other_paper_paperboard
United States of America,92,Export Value,1966,1000 $,296350.00000,,other_paper_paperboard
United States of America,92,Export Value,1965,1000 $,279237.00000,,other_paper_paperboard
United States of America,92,Export Value,1964,1000 $,237540.00000,,other_paper_paperboard
United States of America,92,Export Value,1963,1000 $,195968.00000,,other_paper_paperboard
United States of America,92,Export Value,1962,1000 $,171545.00000,,other_paper_paperboard
United States of America,92,Export Value,1961,1000 $,161363.00000,,other_paper_paperboard
United States of America,51,Production Quantity,2007,tonnes,7599447.00000,,other_papers_packaging
United States of America,51,Production Quantity,2006,tonnes,7709216.00000,,other_papers_packaging
United States of America,51,Production Quantity,2005,tonnes,7699237.00000,,other_papers_packaging
United States of America,51,Production Quantity,2004,tonnes,7770904.00000,,other_papers_packaging
United States of America,51,Production Quantity,2003,tonnes,7370838.00000,,other_papers_packaging
United States of America,51,Production Quantity,2002,tonnes,7233853.00000,,other_papers_packaging
United States of America,51,Production Quantity,2001,tonnes,7233853.00000,,other_papers_packaging
United States of America,51,Production Quantity,2000,tonnes,7453000.00000,,other_papers_packaging
United States of America,51,Production Quantity,1999,tonnes,7821000.00000,,other_papers_packaging
United States of America,51,Production Quantity,1998,tonnes,11616000.00000,,other_papers_packaging
United States of America,61,Import Quantity,2007,tonnes,282880.00000,,other_papers_packaging
United States of America,61,Import Quantity,2006,tonnes,307043.00000,,other_papers_packaging
United States of America,61,Import Quantity,2005,tonnes,280001.00000,,other_papers_packaging
United States of America,61,Import Quantity,2004,tonnes,281964.00000,,other_papers_packaging
United States of America,61,Import Quantity,2003,tonnes,262922.00000,,other_papers_packaging
United States of America,61,Import Quantity,2002,tonnes,277033.00000,,other_papers_packaging
United States of America,61,Import Quantity,2001,tonnes,246689.00000,,other_papers_packaging
United States of America,61,Import Quantity,2000,tonnes,254145.00000,,other_papers_packaging
United States of America,61,Import Quantity,1999,tonnes,242000.00000,,other_papers_packaging
United States of America,61,Import Quantity,1998,tonnes,221000.00000,,other_papers_packaging
United States of America,62,Import Value,2007,1000 $,220850.00000,,other_papers_packaging
United States of America,62,Import Value,2006,1000 $,224165.00000,,other_papers_packaging
United States of America,62,Import Value,2005,1000 $,196954.00000,,other_papers_packaging
United States of America,62,Import Value,2004,1000 $,188560.00000,,other_papers_packaging
United States of America,62,Import Value,2003,1000 $,160249.00000,,other_papers_packaging
United States of America,62,Import Value,2002,1000 $,163982.00000,,other_papers_packaging
United States of America,62,Import Value,2001,1000 $,151441.00000,,other_papers_packaging
United States of America,62,Import Value,2000,1000 $,161207.00000,,other_papers_packaging
United States of America,62,Import Value,1999,1000 $,139931.00000,,other_papers_packaging
United States of America,62,Import Value,1998,1000 $,129403.00000,,other_papers_packaging
United States of America,91,Export Quantity,2007,tonnes,1609325.00000,,other_papers_packaging
United States of America,91,Export Quantity,2006,tonnes,1325743.00000,,other_papers_packaging
United States of America,91,Export Quantity,2005,tonnes,1364111.00000,,other_papers_packaging
United States of America,91,Export Quantity,2004,tonnes,1383720.00000,,other_papers_packaging
United States of America,91,Export Quantity,2003,tonnes,1084973.00000,,other_papers_packaging
United States of America,91,Export Quantity,2002,tonnes,1004118.00000,,other_papers_packaging
United States of America,91,Export Quantity,2001,tonnes,1226662.00000,,other_papers_packaging
United States of America,91,Export Quantity,2000,tonnes,1299000.00000,,other_papers_packaging
United States of America,91,Export Quantity,1999,tonnes,1118000.00000,,other_papers_packaging
United States of America,91,Export Quantity,1998,tonnes,1115000.00000,,other_papers_packaging
United States of America,92,Export Value,2007,1000 $,1145027.00000,,other_papers_packaging
United States of America,92,Export Value,2006,1000 $,941734.00000,,other_papers_packaging
United States of America,92,Export Value,2005,1000 $,939361.00000,,other_papers_packaging
United States of America,92,Export Value,2004,1000 $,899898.00000,,other_papers_packaging
United States of America,92,Export Value,2003,1000 $,700555.00000,,other_papers_packaging
United States of America,92,Export Value,2002,1000 $,804735.00000,,other_papers_packaging
United States of America,92,Export Value,2001,1000 $,804735.00000,,other_papers_packaging
United States of America,92,Export Value,2000,1000 $,857826.00000,,other_papers_packaging
United States of America,92,Export Value,1999,1000 $,767231.00000,,other_papers_packaging
