country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,91,Export Quantity,1993,CUM,1074000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1992,CUM,1432000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1991,CUM,1622400.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1990,CUM,1604057.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2007,1000 $,816738.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2006,1000 $,626388.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2005,1000 $,592933.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2004,1000 $,599295.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2003,1000 $,511283.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2002,1000 $,483964.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2001,1000 $,432583.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,2000,1000 $,416870.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1999,1000 $,337391.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1998,1000 $,321458.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1997,1000 $,306789.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1996,1000 $,248564.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1995,1000 $,282158.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1994,1000 $,282178.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1993,1000 $,253005.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1992,1000 $,252268.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1991,1000 $,250422.00000,A ,industrial_roundwood_nc
United States of America,92,Export Value,1990,1000 $,264201.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2007,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2006,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2005,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2004,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2003,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2002,CUM,2755000.00000,,insulating_board
United States of America,51,Production Quantity,2001,CUM,2335000.00000,,insulating_board
United States of America,51,Production Quantity,2000,CUM,3251000.00000,F ,insulating_board
United States of America,51,Production Quantity,1999,CUM,3251000.00000,,insulating_board
United States of America,51,Production Quantity,1998,CUM,3251000.00000,,insulating_board
United States of America,51,Production Quantity,1997,CUM,2532000.00000,,insulating_board
United States of America,51,Production Quantity,1996,CUM,2800000.00000,,insulating_board
United States of America,51,Production Quantity,1995,CUM,3095000.00000,,insulating_board
United States of America,51,Production Quantity,1994,CUM,3076000.00000,,insulating_board
United States of America,51,Production Quantity,1993,CUM,3003000.00000,,insulating_board
United States of America,51,Production Quantity,1992,CUM,3266000.00000,,insulating_board
United States of America,51,Production Quantity,1991,CUM,3156000.00000,,insulating_board
United States of America,51,Production Quantity,1990,CUM,3157000.00000,,insulating_board
United States of America,51,Production Quantity,1989,CUM,3429000.00000,,insulating_board
United States of America,51,Production Quantity,1988,CUM,3228000.00000,,insulating_board
United States of America,51,Production Quantity,1987,CUM,3247000.00000,,insulating_board
United States of America,51,Production Quantity,1986,CUM,3178000.00000,,insulating_board
United States of America,51,Production Quantity,1985,CUM,3099000.00000,,insulating_board
United States of America,51,Production Quantity,1984,CUM,2457000.00000,,insulating_board
United States of America,51,Production Quantity,1983,CUM,2128000.00000,,insulating_board
United States of America,51,Production Quantity,1982,CUM,1704000.00000,,insulating_board
United States of America,51,Production Quantity,1981,CUM,3100000.00000,,insulating_board
United States of America,51,Production Quantity,1980,CUM,3390000.00000,,insulating_board
United States of America,51,Production Quantity,1979,CUM,5160000.00000,,insulating_board
United States of America,51,Production Quantity,1978,CUM,5142000.00000,,insulating_board
United States of America,51,Production Quantity,1977,CUM,5207000.00000,,insulating_board
United States of America,51,Production Quantity,1976,CUM,5204000.00000,,insulating_board
United States of America,51,Production Quantity,1975,CUM,4532000.00000,,insulating_board
United States of America,51,Production Quantity,1974,CUM,4699000.00000,,insulating_board
United States of America,51,Production Quantity,1973,CUM,5614000.00000,,insulating_board
United States of America,51,Production Quantity,1972,CUM,5548000.00000,,insulating_board
United States of America,51,Production Quantity,1971,CUM,5247000.00000,,insulating_board
United States of America,51,Production Quantity,1970,CUM,4424000.00000,,insulating_board
United States of America,51,Production Quantity,1969,CUM,4906000.00000,,insulating_board
United States of America,51,Production Quantity,1968,CUM,4837000.00000,,insulating_board
United States of America,51,Production Quantity,1967,CUM,4268000.00000,,insulating_board
United States of America,51,Production Quantity,1966,CUM,4191000.00000,,insulating_board
United States of America,51,Production Quantity,1965,CUM,1132200.00000,,insulating_board
United States of America,51,Production Quantity,1964,CUM,1102200.00000,,insulating_board
United States of America,51,Production Quantity,1963,CUM,1033300.00000,,insulating_board
United States of America,51,Production Quantity,1962,CUM,979800.00000,,insulating_board
United States of America,51,Production Quantity,1961,CUM,983400.00000,,insulating_board
United States of America,61,Import Quantity,2007,CUM,442949.00000,,insulating_board
United States of America,61,Import Quantity,2006,CUM,442949.00000,,insulating_board
United States of America,61,Import Quantity,2005,CUM,378000.00000,,insulating_board
United States of America,61,Import Quantity,2004,CUM,306910.00000,,insulating_board
United States of America,61,Import Quantity,2003,CUM,310696.00000,,insulating_board
United States of America,61,Import Quantity,2002,CUM,321049.00000,,insulating_board
United States of America,61,Import Quantity,2001,CUM,333292.00000,,insulating_board
United States of America,61,Import Quantity,2000,CUM,238000.00000,,insulating_board
United States of America,61,Import Quantity,1999,CUM,196000.00000,,insulating_board
United States of America,61,Import Quantity,1998,CUM,157000.00000,,insulating_board
United States of America,61,Import Quantity,1997,CUM,109000.00000,,insulating_board
United States of America,61,Import Quantity,1996,CUM,120000.00000,,insulating_board
United States of America,61,Import Quantity,1995,CUM,125000.00000,,insulating_board
United States of America,61,Import Quantity,1994,CUM,113000.00000,,insulating_board
United States of America,61,Import Quantity,1993,CUM,98000.00000,,insulating_board
United States of America,61,Import Quantity,1992,CUM,93024.00000,,insulating_board
United States of America,61,Import Quantity,1991,CUM,72000.00000,,insulating_board
United States of America,61,Import Quantity,1990,CUM,264300.00000,,insulating_board
United States of America,61,Import Quantity,1989,CUM,176500.00000,,insulating_board
United States of America,61,Import Quantity,1988,CUM,309400.00000,,insulating_board
United States of America,61,Import Quantity,1987,CUM,219300.00000,,insulating_board
United States of America,61,Import Quantity,1986,CUM,337600.00000,,insulating_board
United States of America,61,Import Quantity,1985,CUM,279500.00000,,insulating_board
United States of America,61,Import Quantity,1984,CUM,200200.00000,,insulating_board
United States of America,61,Import Quantity,1983,CUM,154800.00000,,insulating_board
United States of America,61,Import Quantity,1982,CUM,137200.00000,,insulating_board
United States of America,61,Import Quantity,1981,CUM,92200.00000,,insulating_board
United States of America,61,Import Quantity,1980,CUM,73300.00000,,insulating_board
United States of America,61,Import Quantity,1979,CUM,78700.00000,,insulating_board
United States of America,61,Import Quantity,1978,CUM,209900.00000,,insulating_board
United States of America,61,Import Quantity,1977,CUM,156000.00000,,insulating_board
United States of America,61,Import Quantity,1976,CUM,68800.00000,,insulating_board
United States of America,61,Import Quantity,1975,CUM,54400.00000,,insulating_board
United States of America,61,Import Quantity,1974,CUM,220000.00000,,insulating_board
United States of America,61,Import Quantity,1973,CUM,217600.00000,,insulating_board
United States of America,61,Import Quantity,1972,CUM,186000.00000,,insulating_board
United States of America,61,Import Quantity,1971,CUM,124400.00000,,insulating_board
United States of America,61,Import Quantity,1970,CUM,135600.00000,,insulating_board
United States of America,61,Import Quantity,1969,CUM,188800.00000,,insulating_board
United States of America,61,Import Quantity,1968,CUM,128000.00000,,insulating_board
United States of America,61,Import Quantity,1964,CUM,11800.00000,,insulating_board
United States of America,61,Import Quantity,1963,CUM,5700.00000,,insulating_board
United States of America,61,Import Quantity,1962,CUM,3500.00000,,insulating_board
United States of America,61,Import Quantity,1961,CUM,5600.00000,,insulating_board
United States of America,62,Import Value,2007,1000 $,122649.00000,,insulating_board
United States of America,62,Import Value,2006,1000 $,122649.00000,,insulating_board
United States of America,62,Import Value,2005,1000 $,99564.00000,,insulating_board
United States of America,62,Import Value,2004,1000 $,68990.00000,,insulating_board
United States of America,62,Import Value,2003,1000 $,59099.00000,,insulating_board
United States of America,62,Import Value,2002,1000 $,53470.00000,,insulating_board
United States of America,62,Import Value,2001,1000 $,54752.00000,,insulating_board
United States of America,62,Import Value,2000,1000 $,44411.00000,,insulating_board
United States of America,62,Import Value,1999,1000 $,37482.00000,,insulating_board
United States of America,62,Import Value,1998,1000 $,28982.00000,,insulating_board
United States of America,62,Import Value,1997,1000 $,14968.00000,,insulating_board
United States of America,62,Import Value,1996,1000 $,15230.00000,,insulating_board
United States of America,62,Import Value,1995,1000 $,15524.00000,,insulating_board
United States of America,62,Import Value,1994,1000 $,13299.00000,,insulating_board
United States of America,62,Import Value,1993,1000 $,10158.00000,,insulating_board
United States of America,62,Import Value,1992,1000 $,14736.00000,,insulating_board
United States of America,62,Import Value,1991,1000 $,12000.00000,,insulating_board
United States of America,62,Import Value,1990,1000 $,25216.00000,,insulating_board
United States of America,62,Import Value,1989,1000 $,29771.00000,,insulating_board
United States of America,62,Import Value,1988,1000 $,37787.00000,,insulating_board
United States of America,62,Import Value,1987,1000 $,26111.00000,,insulating_board
United States of America,62,Import Value,1986,1000 $,29853.00000,,insulating_board
United States of America,62,Import Value,1985,1000 $,24773.00000,,insulating_board
United States of America,62,Import Value,1984,1000 $,21138.00000,,insulating_board
United States of America,62,Import Value,1983,1000 $,18722.00000,,insulating_board
United States of America,62,Import Value,1982,1000 $,10899.00000,,insulating_board
United States of America,62,Import Value,1981,1000 $,7380.00000,,insulating_board
United States of America,62,Import Value,1980,1000 $,4764.00000,,insulating_board
United States of America,62,Import Value,1979,1000 $,4664.00000,,insulating_board
United States of America,62,Import Value,1978,1000 $,11407.00000,,insulating_board
United States of America,62,Import Value,1977,1000 $,5283.00000,,insulating_board
United States of America,62,Import Value,1976,1000 $,3500.00000,,insulating_board
United States of America,62,Import Value,1975,1000 $,2751.00000,,insulating_board
United States of America,62,Import Value,1974,1000 $,8923.00000,,insulating_board
United States of America,62,Import Value,1973,1000 $,9306.00000,,insulating_board
United States of America,62,Import Value,1972,1000 $,6767.00000,,insulating_board
United States of America,62,Import Value,1971,1000 $,3640.00000,,insulating_board
